text,gender
@jirachidog what color way on the 14th,male
"Went through an obsessive phase and let it go at some point cause her music like, romanticizes lotsa bad stuff",female
@Toothpick_Bevis What is your point?..look man this is not the tennis page for one all they do is update the year schedule and everything,male
hoes go out n be on snapchat the whole time _Ù÷©_Ù÷©. hoe put ya prim up n get chose,male
High marks in the grade cards for these 2 cuties!!!  Great jobÛ_ https://t.co/DYLN34Ggy8,female
@jonbeetle @UkTriChat I don't know thought it was a extra event.I need to do a IM 70.3 not sure when tho. Local middle distance and LCW 4me,male
PuckettÛªs Grocery and Restaurant made it onto the best restaurants in the nation! https://t.co/2qcUEEnopR,male
I'm going to need a young priest and an old priest. . And some Winchesters... for reasons... #possesedbaby https://t.co/VRSCYhF79U,female
11 people followed me and 2 people unfollowed me // automatically checked by https://t.co/bwwOUZ45ML,female
Work the pole  https://t.co/XPq1Zfd3ng,female
@iHurdle4s i have a daughter and my daughter call me daddy. I couldn't have my girl calling me daddy as well. Thats my girl not my daughter,male
I was just thinking what if Nintendo supported Metroid like MS does halo and it had a great MP. Imagine that,female
Discussing housing and health #empoweringyou @power2endstroke @aha_vida https://t.co/PWP3XbTqrm,female
@Varun_dvn this mind and heart cnt stop thinking abt you_Ù÷,male
@IzzyPackenham no im not... i wrote a reply and didnt tag you in it so i looked like a freak https://t.co/VcmXOzPysl,female
@Faithm644 OH AND IM MISSING YOU OF COURSE!!!!!,female
when ur mom comes home and yells at u for eating half the thing of Pringles ((gtg)) https://t.co/ebfJAIs2v2,female
@KweenSavage lol that shit irri dawg and they wonder why idgaf but will give the ones that deserve it thy respect,male
When the chick in front of you at Dunkin hands the cashier an Amazon gift card and doesn't believe her that she can't use it at Dunkin. #wtf,female
@reneegraziano my boyfriend and I were the ones who held the door open for you :),female
Among the many things #HillaryClinton will never be asked about. #WhyImNotVotingForHillary #p2 Û_ Û_ Û_ Û_ Û_ Û_ Û_ Û_ Û_ https://t.co/5IV46WvPMc,male
one person followed me and 2 people unfollowed me // automatically checked by https://t.co/JMHfsg7kMO,female
"""Archive"" compilation EP Taken from Electronicvoice, Extra's and Pushing Buttons
https://t.co/CRcs508ToM",male
Why do people post pictures of dead children and babies on Facebook? It's seriously fucked. #Facebook #BadTaste #JustNo,male
"All my followers and people that I follow. Starting today, meat will no longer be part of my diet. All life must be respected.",male
@gottabe_KD2 @HockeyBabbler hasn't the media and fans both been very tough on P kane? They certainly have from what I've seen/read,male
Need to shake this feeling and just go out and have a good night,female
buy me tickets to see tÌüp next july and I'll love you forever :),female
"@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me? ÛÓ 108,649",female
@DeadlyRomanov *he sighs* go ask her again and see? I don't know what is wrong with her?,male
@TheVintageYear spluttered once in the intro and now twice with your tweet,female
@ddlovato you a beautiful person and good singer you also beautiful and cute &lt;3,male
@NBA we play for that moment when the games tied up and time's running down. We do it for the BIG play. #ThisIsWhyWePlay #Sweepstakes,male
Bow wow threw on a pair of retro 1's and started giving NBA players 40+ _Ù÷__Ù÷__Ù÷__Ù÷_ lmaoooo wavy movie though Ï__Ù_,male
"wow, NOW he's talking about things. ELECT HIM, and well you'll go broke at home. https://t.co/M2KGLSsNqv",male
Sorta pisses me off that society has got to the point where being attractive can make you famous and rich,male
@LaprasRider invite me the next time you do and I'll be there,male
The real rick Ross is not rapper  https://t.co/eGcm8BOXMh,male
The Force is Strong in Canada - Netflix to stream Star Wars: The Force Awakens in Canada ÛÓ and nowhere else https://t.co/VnVkWa5l2n,male
Number crunching for the past day - 2 new followers and NO unfollowers. Stats via https://t.co/phpo8clxBe,female
I'm 20 minutes into the first episode of The Walking Dead and I can literally feel myself about to panic,female
Today is the most perfect day to pick pumpkins &amp; it's even better that I get to spend it with you_Ù_Ä_Ùâ_ÙÄ @cam_hall23,female
Triggered Email: The Killer Conversion App: Marketers have been using ÛÏspray and prayÛ tactics for... https://t.co/qmOjeAJkKm @ValPopescu,male
Vinod Khosla Steps Off SquareÛªs Board In Advance Of Its IPO: åÊVinod Khosla has stepped down as director on the... https://t.co/n5FazFXVPp,male
@georgg_xo it was amazing never been anywhere like it the views were incredible! Back to reality now tho _Ù÷©,female
Usually the single life is when your supposed to get it in the most.Ehhh i rather put it all on 1 person _Ù÷_Ù÷Ï_ÙÔÉ,female
And to think there's people out there selling these drugs hoping to create addicts and ending lives just so they can make some money,male
"#Toronto: Upcoming events @MaRSDD - Fireside Chat w/ Lane Merrifield, film screenings + more https://t.co/FjjOqRtco3 https://t.co/hG2On19mV3",female
I loved the 1st album and everything but this one is so lyrically beautiful and it IS 5sos #SoundsGoodFeelsGood,female
"Really miss my best friend, but at least him and my grandma are showing their cougar spirit with me _Ù÷_ https://t.co/SJtRkysO1s",male
I just noticed how much of my face and shoulders I dyed,female
@StuffMCFC @ShubhamKushagra @keanB07 @TosinAdarabioyo he's played there most of the season. It's not a new thing.,male
"""Is every nigga with dreads for the cause?""",male
Waiting on it until the 5th _Ù÷_Ù÷ https://t.co/77IAhulAF4,female
One Nation Deep Nation!  Can't wait for the last game of the season in Arrowhead stadium #LosAngelesRaiders In Full Force! #RaiderNation,male
1 tweep followed (thank you!) and nobody unfollowed me in the past day. Thank you https://t.co/Js43e8CaCq.,female
@ItsLeeHinchy #LeesQANDA what's the story in balamory?,female
@TeamPrinceN the options should b Mandana n Prince instead of digangana n prince,female
"Gratitude is the first sign of a thinking, rational creature. - Solanus Casey #quote",male
i hope i can just beat this bitch up real quick and go home and take my nap,female
"Gonna try to give away a rasta backpack for #h1z1 later, didn't hit the mark yesterday. Stream at 6ish cst!!!",male
It's night time already at the fountains in Kings Cross https://t.co/YO4PmhnIFB,male
"@EverettFayeGA I'm sorry about the guy, I really am. I just didn't know what to do after I saw Arielle kiss you. And you lying to me about-",female
"Wow ! 
The later part is effective ! https://t.co/DOVIiahae4",female
All the stress and headaches of studying last week really paid off _Ù÷_Ù_Ò,female
@tfwdelanie alright:) guess mal and drake are the only two !,female
and jensen fixed mishas hair during the photo op,male
2 tweeps followed me in the past day. Feels great! Do you also want to feel awesome? Check out https://t.co/Ey1nL6Vfhn,male
How I get the weekends off _Ù÷_,female
There isn't ever enough time in the day for all of the homework they give you _Ù÷Ó,female
Yooooo I used to be on this shit back in the gap _Ù÷â_Ù÷â https://t.co/ipOrWgNNKH,female
@AV1215225LJK @embracemy_soul im not going to forget him..i cant and i dont want to,male
@briitstyles the struggle of this drama _Ù÷_,female
Because abandoned buildings get to me and the clouds were just right https://t.co/XlYf50u0Wj,female
"@Harry_Styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
I love you_ÙÄ_Ùâ_ÙÛÓ171.06",female
Just having a vigina and two titts should not make me less deserving of your time or someone to be disrespected _ÙÕø,female
"I live for the nights I can't remember with people I won't forget _ÙÈ @ Sherman Oaks, Los Angeles https://t.co/1XRSynHf8N",male
Confused and lowkey hurt af,female
The Truth About Those Chilling 'AHS' Opening Credits Isn't Scary At All https://t.co/5kZWCcvAlU #news,male
Is your #SmartFridge connected to your accounts and giving away your #personal #data to #Hackers? https://t.co/zPFUtKPlvI,male
Dropped my English class and I feel so relieved now. Just got rid of so much stress and negative emotions! I'm gonna finish the year strong!,male
"I honestly think getting a Bachelors is such a waste of time and money, just wish I could jump straight to my PH.D",male
i wish i would have been allowed to set my bed room up the way i wanted bc i can't find anywhere comfortable to sit w the way it is,female
@CarolineKepnes My mother just finished reading You. She now wants to start using Twitter and keeping an eye on certain people.,male
Looking forward to seeing the new bond film tonight _Ù÷ _Ù÷  #excited #SPECTRE  #007,male
Are you ready for the simple truth behind Extraordinary results?  Register today! https://t.co/g15IETGehQ,female
But I haven't played metal gear solid since the demo joint on the original gray PlayStation cuz I hated it,male
I liked a @YouTube video from @and_im_gone https://t.co/V56VcvQLJ0 CRAZY NIGHT ON BO2 - (MEETING FaZe Rain! &amp; CRAZY MODDED LOBBY!),male
Get high off the truth,female
@honeyhoneyband @amoebamusic Would if I could!  I have to sing pumpkin and Halloween songs for the youngens. I can't let the kids down.,male
"@MCCANNHARMONY all I want it's the summer of 2013 back, I'm crying (jk, I don't cry, but this is an emotional moment)",female
"@JarrellBrown she was phenomenal, but storm isn't a singer it's action and Bey ain't action... Obsession",female
AWAKE and i want to stuff food into my face,female
@bosshog221 work in progress nearly there. You think brining a new coach in won't hurt the program for 2 or more years? Recruiting and fans?,male
The very fact that the Jeb Campaign has to create #JebNoFilter just shows how scripted and out of touch he really is most of the time.,male
@NestorDaviid I was going 73 and it was just changing from 65 to 55... I was pissed.,female
"Russian Ships Near Data Cables Are Too Close for U.S. Comfort
By DAVID E. SANGER and ERIC SCHMITTOCT. 25, 2015... https://t.co/ckaCeM2shk",male
What's the point of breaking into my jeep to get 4 dollars???,male
Oh @FamilyFeud  you know how to stop my day dead in its tracks  to watch @IAmSteveHarvey  and his mustache,male
"... so that the servant of God may be thoroughly equipped for every good work.
2 Timothy 3:17NIV",male
"""om time to time.  My work schedule varies so some months I have lots of time to get away and sometimes I just don't "" (2/6) #AshleyMadison",male
"shu, hyaps, wolff, and royale are confusing me w their similar icons and I'm just like ?????? as I scroll my tl now",female
was really looking forward to today and now i wanna jump off a bridge,male
@NonaMehrnia thanks Noners!!!! Miss seeing you in the hallway everyday !!_Ù÷»,male
"@_BVM Yes, but if you think candy corn is OK you might feed it to your children, and they might develop a serious case of bad taste",male
@WesleyLowery In Japan every car is the quiet car. And it's kind of nice.,male
"@ffc1987 still new to Twitter, but enjoying it so far! And 2 ffc legends following me.",male
"@amberprophet :(   I've been having the dizzy sinusy thing I had in Norfolk.  Which is* nice

*isn't",female
"#Halloween post: my humble attempt at a traditional haunted house tale: ""The Old Palazzo"" https://t.co/no6gIebmhE #GhostStories",male
Do what you love and have fun. Otherwise you'll give up... https://t.co/tt2L5YOvIh,male
@JunaidMartin @zubairdotcom I'll complain about the time. It is not okay _Ù÷¢ I left out a question BC 5 minutes left and I only start Q5 _Ù÷¢,female
Put away for the plain style in order to the greenpoison: afnxWKG,female
I gained 3 followers in the last day. You? Know your stats and grow with https://t.co/O5VTzixzhZ,female
@hautesampaio I know what kinky is dumbass. That isn't british slang. And I would know thank u very much,male
Fighting with the bae. _Ù÷â_Ù÷â_Ù÷ https://t.co/G1g7fZBIar,female
@gem_lickle goodnight _Ù÷÷_Ù÷÷and enjoy ur time off _Ù÷ätake care xx_Ù÷÷_Ù÷÷,female
Remember last year when I made loads of friends and now they all hate me XD,male
"Because you are just as crazy as me!_Ù÷ä and your my best friend,we always have a laugh_ü https://t.co/n7tokzFTKP",male
"I was born and raised Ina hood nigga, so growing up a hood nigga I earned all my stripes_ÙÕø_ÙÉÀü_ÙÉÀü_ÙÉÀü",male
It's #MUVItMonday &amp; I entered to win the Reis Travel System from @MuvStrollers! Details and entry can be found here: https://t.co/Rm8g51s8G2,female
The new @Grimezsz is straight _ÙÓ´: https://t.co/SpWlXnRVS2,male
Number crunching for the past day - 2 new followers and 3 unfollowers. Stats via https://t.co/zT5Qh5Fru5,male
Let DeAngelo Williams Wear Pink for the Entire NFL Season for Breast Cancer Awareness - Sign the Peti... https://t.co/kguWPbdOPS via @Change,female
Let the boy live _Ù÷â https://t.co/ghNmaHzRpk,male
I _ the @markgirl Crazy for Cranberry bath + body collection for Fall! #AvonRep https://t.co/zJvgCqA0HS https://t.co/di9ePoNteU,female
"@butwemaystill i mean everyone in the show gets into crazy situation and survives (this show) but he has had quite a few close calls, i",female
"Stuck between sailor mercury, sailor mars and sailor Jupiter.. _Ù÷",female
I seem to keep buying The Smashing Pumpkins - 'Mellon Collie' on CD and gifting it to people spontaneously then buying it again,male
The EFF Member who is a lecturer is @WitsUniversity is refusing students a chance to speak. Who is this protest for exactly?,female
@DavidAuryn you're the one that I love_ÙÔÇ,female
@penelopebabs unfortunately been very poorly and in hospital so not getting the full experience but she is perfection! How are you?,female
"@larrylouislay oh okay, bc I watched his video but i'm french and i understand but not everything..",female
"@krissath -blinks- me and Jungkook? Hmmm, pretty well i guess. -smiles- how about you and sica?",male
Û÷Young And RestlessÛª Cast News: Lachlan Buchanan Drops To Recurring Status In Kyle Abbott Role: There is a bit... https://t.co/lJeIQJbt5E,male
"@isavillaaa omg haha. it's okay. I get happy birthdays on the 23rd, 25th, and 27th! you're not alone _Ù÷â_Ù÷â",female
KENYA: All the pictures from Vera SidikaÛªs Birthday that got everyone questioning her age**FABULOUS** https://t.co/15PLffJT4o,female
You don't know how dumb and dog shit SnD kids are until you play with them.,male
The power iz strong #captainplanet #EditRanked (Vine by Wind0ws 95) https://t.co/0804zcKc2D,female
Ross and Rachel have THE WORST timing.,male
And we'll have Halloween on Christmas.,female
@moedshaw Awesome!  Thanks for taking the time to reply.  I hope that the visit is already going well.,female
"@richardbranson ""As I wasn't subject to the UNODC embargo and had a copy, I felt it should be open for ppl to discuss."" #FALive",female
@WCWWorldwide because I mean they went down this road already and clearly saw he wasn't their guy...so what changed??,male
"*calls work*
me: I can't show up tomorrow
work: Why
me: There's been a death in the family https://t.co/PxhMFGbCaa",female
@banditsnows NO BUT I'VE SEEN IT AND I NEVER WANT TO,female
Stats for the day have arrived. 2 new followers and 4 unfollowers via https://t.co/profGJYdC9.,female
ÛÁ_ Vintage Owls Salt &amp; Peppers  #vintage #owls #kitchenkitsch https://t.co/TBL0WTb6yq https://t.co/yEHJNXGMp9,female
when you are going as a bride at Halloween and no groom by your side #Halloween,female
@sueroupp I learned a lot from your review of my 10 pages.  I apply the lessons every day in my writing and editing.  Thank you.,female
I wanna go to the gym _Ù÷©_ÙÕ»_Ù_,male
Number crunching for the past day - 1 new follower and NO unfollowers. Stats via https://t.co/booxTnUwe1,female
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/5IxmKq6sGq",male
@RadioFreeTom @mattblaze I did read it and am seeing where it described mistaken order. Fascinating and chilling.,male
school got me all depressed and shit,female
@NICKIMINAJ bey cracked on stage first. You was mad serious till the very end. _Ù÷©_ÙÕÐ,male
Live and let live,male
@ChillingEagle I would ask @SvampenBuri for the correct kanji sign.,male
"Campbell has built his reputation and put his stamp on the team. However, will it be enough to win the job? He has to win this week.",male
@Different_Name @IanMurrayMP @NicolaSturgeon So it's gesture politics to be strong opposition and vote the cruel cuts down? Abstention weak.,female
@inihelene depends on the situation I suppose but recording evidence of a crime is always important.,male
"Hit 2 mailboxes, a fence, a tree and flipped the car, somehow me andÛ_ https://t.co/AJKiRdc0Xs",male
high conflict: huge mistakes #step-parents &amp; parents make.  live now: https://t.co/SDLAVK0YLR best #talkradio,female
I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/BrlquTiplv and Vote for your favorite!  #AMAs #OneDirection,female
Five tips for finding the best candidate in the shortest time https://t.co/FSV9Kabw8y,male
#TaxCredits - Labour motion wins! That's to require a report dealing with the IFS criticisms. Best possible outcome.,male
oh man i cant even buy the tickets for the tour i'll be doing a test,female
"ICYMI: ""The Gift of Failure"" - a Real World Lesson (aka, It's your job to remember your soccer cleats) https://t.co/BebxMXzDVL #parenting",female
@bigjimmurray Actually feels kind of awkward listening to Felger and Mazz praise Brady/Pats. Mike trying to get support before dunk tank ?,male
ÛÏAnd I continue to exhaust you.Û,female
of course I take the wrong book to babysitting and now I can't do my hw,female
That's really all the explanation I need .,female
"@angelaintha a clockwork orange, million dollar baby, the Warriors, corpse bride, rocky, 2001: a space odyssey",male
Back for a follow-up and more treatments but at least he's in good spirits lol_Ù÷â adventuresofejk @Û_ https://t.co/Bd5v9ysT8d,female
@evey_gallardo youre pushing away the ones who actually gave a shit about you. I'll stop though don't even gotta trip but hey I'll be around,female
@dezzydan do they sell water in the tap?,male
It's almost the time of year where napping at 2 becomes an everyday thing,male
"""Like disco and hammer pants"" 

#quoteoftheday, you guys. Quote. Of. The. Day.",female
"I'm really responsible and I do a lot myself but I would still die without my mom _Ù÷â
She's books appointments, fills out my bank forms etc",female
@Detective82 No ! He's a proper centre half. Reminds me of Keown. He v pacey and takes no shit whatsoever. Love the guy.,male
Limousine pay and allowances sydney displume have place the no strings union automobile insofar as self: ANgI,female
The amount I've grown mentally in the past year is a good feeling.,male
@onedirection Artist Of The Year #AMAs,male
BUT SAM IS A GOOD FRIEND AND BOUGHT ME LUNCH BLESS,female
I start missing you and then remember all the shit I did for no reason and that just makes me forget...,male
Waiting for U2 at #The02 with @berylatfulton @jeremyballie and @Morag09 https://t.co/YhIoDlMSQ6,male
@svperkicked @divodropped  Tamina gonna fly to Scotland and superkick a watermelon at Shauns face and SamoanDrop Cliff Dive into the sea,male
#sweepstakes #ThisIsWhyWePlay @NBA where families gather around and witness the best players in the world try to inspire our young ones.,male
What happened here is that they probably took individuals who already had cancer and they found that they all had bacon in their diets.,female
Wow the Ali express shopping app is really dope!hope it doesn't zap data sha,male
#NowPlaying The Pains of Being Pure at Heart - Higher Than The Stars https://t.co/8xk3nrz4Yb,male
"Let's go on a living spree shit, they say the best things in life a free",male
Hallmark be having the best movies _Ù÷÷_Ù÷ÏÎ,female
'You' so pretty when you speak the #Truth. https://t.co/W6RtcFw70x,female
"Listen &amp; Share ---&gt; agnezmo - Coke
Bottle on Spotify https://t.co/bbcXAUxNNi https://t.co/NhHuiLkmH3
[calculated on the billboard charts]",female
".@PatrickCoffee Pirate's Loot, Necco Wafers, Dum Dums - the candy that spends eternity in our grandparents' candy bowl",male
@michelleslife98 I'm sitting at his desk right now and just watching them_Ù÷__Ù÷â,female
. . . sore abs . . . kettle on . . coffee to the rescue . . . . .,male
@alistairmagowan I alternate between a Beatles mop-top and the quiff about every decade...,male
"Dark, tall and handsome. Or climate action, more refugees and marijuana legalisation. #Canada's new #PM is promising either way. #Trudeau",female
Dominoes and no pizza,male
"Yelp reviews for barber shops are the most unhelpful thing, every review is a 5 or 1 star. No in between.",male
@thecameradude_ dude he's the next big thing wait on it trust trust trust,male
@RowanCollegeCE keep up the continuing education courses....these are extremely valuable to the Water and Wastewater agencies in the area.,male
So I stood up and I got bit by several snakes!,female
"@_SassySwindell flights aren't included in price so depends what hotel you stay at, how many people, and what room. When I checked it was 5k",male
@megabusuk 'loosing' a bus so we are delayed 90mins. Need to work on your service and stop hiring fucking imbeciles.,male
"Hello twitter world, Its been an year and not much has changed here #2015tweets #tweetfleet",female
seeing these tweets about #TWD and i haven't watched it yet .. _Ù÷©,male
"WHEN U GET TRAPPED INSIDE THE TEEN WOLF FANDOM AND THERE IS NO WAY OUT _Ù÷â_Ù÷â

#TeenWolfSeason5b #TeenWolf https://t.co/RVAdGoWSid",male
Lots of people cheering the Tax Credits defeat tonight. Problem and worry is he will get savings from somewhere,male
Sadness is finishing the bag of popcorn you found in your desk.,female
"anyone looking to buy a macbook retina pro 10,1 (mid-2012)? just upgraded and going to be getting rid of the old one soon",male
Are you re-entering the dating scene? Here are helpful tips to get you back in the game. https://t.co/Cx37VJtEGW https://t.co/fkyr6GTVje,male
"and I could be your favourite girl , foreverrrrr",female
"Thanks, Greg.
Fans &amp; pros who, in the past, argued it wasn't censorship are starting to realize that, indeed, it is. https://t.co/RAzUvvUuZ7",male
"""I like to listen the #blues and some #classical."" - Peter Tork

----
Yep same with me. Same with me....",female
If you still wear vans with skinny jeans in college please stop. You're not in a boy band (anymore). Put your heelys away and grow up.,female
@Seaa_Chellee @Ebarrett_gurlll Monday's are the worst and so are you,female
I am made for bigger things and will neva settle for anything less,female
"@KeziahJulietB that would have been the end of me, death by laughing",female
All the kids and parents who was @CA9Football beaversbrook @SkySports will be showing the feature from 6am onwards tomorrow __ü__ü,male
"Sin Vos No EXISTIRIA Gravano
#MotivasMiVidaViciconte
youå«re the cure, youå«re the pain",female
Glad I can stand on my own two feet.... Get out and get it on my own _ÙªÎ_Ù__ÙªÎ_Ù_,female
you have to be pretty fucking stupid to feel good when you're ugly and pathetic,male
Im hoping all the intestines and stuff were from that other guy and he was ontop of him #TheWalkingDead,female
"Last year on this day, the late David Carr's warning of Facebook's ""lifeboat."" https://t.co/5Rh2cL1lNI",male
"upon grabbing the tape i skittered away like a monster and the kids laughed as i went out the door :,) 10 minutes later i go back over",male
"@OliverTomCat I know, I try and give her the best.",male
Been at the dentist for 2 hours and 40 minutes ÷_ü,male
"Robin: George Findlay has added a photo to the pool:

singing Robin . https://t.co/FZ2i5hcqLm",female
Scouts Guide to the Zombie Apocalypse ÛÒ EXCLUSIVE RED BAND Trailer https://t.co/plkEnAx5Mj,male
@rogeroneill22 yes...and why is your account private?,male
Lmao like the traffic lights not working &amp; everybody trying to go...,female
"Goodvibes all the way :) 
#OTWOLHappyTimes
#PushAwardsJaDines",female
"Lexi sings as she writes, for number 9 it's 'make a loop and how straight down' my absolute little sponge _Ù÷à",female
9 Of The Strangest And Bizarre Bedroom Accidents! https://t.co/YmJ9ug1kei,female
@ByeCorn African Black soap at night and Spectro in the mornings.,male
Yeah work is not the move_ÙÕÛ,female
"Bad day for the Jazz and the state. If there was one company worse than Energy Solutions,I think I'd take ""Fleet Enema Arena"" at this point.",male
My lipstick looked like Shit and my hair is usually a mess but I'm still cute tho so  åø\_(Äã)_/åø,female
"https://t.co/MPGtJQDKgr
The more older she gets the more wiser and beautiful she becomes idc idc idc. 
I fucks with Lil Mama cute ass!",male
@TheCatalufo lmao!! It's for real!!! I near enough keeled over and died!!!!,female
I've entered the #giveaway on @MamaMummyMum to #win the ultimate board game that is Disney Pictopia https://t.co/oIeIO5lRK2,female
"@hetaliasummer (ADMIN LOVES IN FLORIDA AAAAA) *smiles while blushing a little* the sunshine state, that probably why you are so happy",male
I'm cold and under the blanket. Got my Doos to keep me cozy _Ù¦_Ù÷ https://t.co/n6ndj0c022,female
"Bob Marley - Redemption Song (from the legend album, with lyrics) https://t.co/2p7rdL9HwM via @YouTube",female
one of my professors sounds like kermit the frog and it's pretty magical,female
"So annoying that I saw a gorgeous dress on @Missguided and had a 30% off code, now the site is under maintenance! _Ù÷Á #convenient",female
@EmilyDreyfuss how did you know it was BLT day at the office today? (havent read the report and am about to get my sammich),female
"This one girl had on a bodycon fit peplum mini dress on and wedges. 

Second grade.",female
that's the 8% they have hidden.. UMPH. https://t.co/OnebBSAG93,female
bettemidler: Join us for #HULAWEEN 2015! Make NYC green with trees and your ... https://t.co/6WAS0V5SOX #Bette https://t.co/rVHWMdP61S,female
"@katyperry you're a Scorpio, I'm a Scorpio. Your bday is the 25th mine is the 26th. The significance? None really, post happy bday",male
cienna gonna say my face fat and she got that fat ass melon head,female
@Realerr_ bitch better sit back and watch me clutch it lol,male
"Baths too. Throw some baking soda in there and bam, feel brand new!",female
@MetinV4 giants have their qb and best wr and look like ass offensively while the cowboys are starting to get healthy.... yeah giants.....,male
No more worrying about running out of data before the month ends! #TreatYourFamily,female
The weekend went by too fast,male
"About to hang up from Thomas , and take a nap before everyone come in here , and ruin the silence .",female
"@jaysta1979 @UKRunChat in the same boat mate. Did Tunbridge last year and was great, tad hilly. Will be doing it again.",male
@prettymeerah__ childdddd pw children do the most _Ù÷â,female
@Benfogle This is Bracken on the beach. https://t.co/HAGVxwci6r,female
"@StardustWWE Why did you change your name and appearance to Stardust from Cody Rhodes?
Plus look at this beast https://t.co/FYj4E9JF7P",male
"I'm watching Doctor Who 9x05 ""The Girl Who Died (1)"" https://t.co/lKkbavNjdl #trakt",female
"@FoxSportsWest @CIFSS @Serra__Football @AlemanyFootball @ Time for Alemany to Lay it on the line, #BringIt",male
"""Privacy and anonymity are not the same, and they do not deserve equal treatment.""",male
On what the occasion?? This is complicated _Ù÷©_Ù÷_ https://t.co/tAAfTOnPqq,female
"My friend was being a really bad person and body shaming someone and saying that she had everything. If you body shame,think about your life",male
"Via Jewish Voice for Peace "" Analysis of ""racist, blame-the-victim"" arguments which ""dehumanize Palestinians and... https://t.co/fTKu2RMQN1",male
"@TaintedOphidian -buy me a new wardrobe, I'm down to dress robes and like one pair of boxers."" His hands were already lowering, now at the-",male
"Now you all know the Monster Mash, but now for something really scary, The Climate Mash https://t.co/W5YhZyqjLT",male
@b4squiat I hate when a guy has one and doesn't know what to do with it. All that potential.,female
Does anyone want to go to Gary Clark Jr. on Halloween at the house of blues ?,male
Join Marie Callender'så¨ and @the_USO in bringing a little bit of home to those who miss it most. #ComfortsFromHome https://t.co/deVLrMy9YC,female
@GottliebShow yea and he proved he doesn't have a temper so all those allegations were obviously bogus. Always calm and under control,male
@knitnrun4sanity yeah not a problem sewing and crochet ok too :-) how's the running going?,female
there is a kid riding a hover board around the halls of north Forsyth,female
@lucasjoesph you'll scream and dance about and be sooooo happy,female
"@DisgustedNYer And the NFL will get away with it because fans watch no matter what, so saying Eagles are unwatchable means nothing",male
Some of the #itsjustreach team kidnapped me to brunch and @escapologyorl today! They are sÛ_ https://t.co/5Xqh4DLehG https://t.co/VbbO8tDJTb,female
#fineart THE FLOWERS OF LUXEMBEOURG - Palette Knife Oil Painting On Canvas By Leonid Afremov https://t.co/uueGnZHtDk https://t.co/rL5IwAzawz,male
"You're My right hand , and My ego to _ÙÔÎ_Ù__Ù_¦",female
I've become such a sucker for candles it looks like I'm throwing daily seances... Bring out the Ouija board,female
Don't think he realises Rachel Jones is a very fucking common name the knobhead,female
One of my biggest pet peeves in life is when I ask for Coke and they think it's oka to give me Pepsi.,female
"Tomorrow it's the #EconomicFreedomMarch ,no amount of intimidation by the #ANC puppets is going to deter us.White Monopoly capital must fall",male
@ViciousLette he looks really hot at VIP and show,male
"""Lovin The Vibes On Our Personal Tour Of Jungle Cat World!"" #Gratitude #Love #Animals https://t.co/Crez2exU3u",female
Before and After-in-Progress. This is the ardawigs Ombre I got to match @nunez_matt. Took the iron toÛ_ https://t.co/dTxJ63aZc3,female
@VictoriasSecret secret rewards start tomorrow!! You know where I'll be bright and early _ÙÝ,female
"@onedirection Artist Of The Year# AMAs  
#voteonedirection _Ù___ÙÔÔ_Ù___ÙÔÔ_Ù___ÙÔÔ_Ù__  #AMAs #OneDirection",female
"1st contact today w/ @ICRC  in #Jordan, @UNHCRJo and @IOM_Jordan. Valued partners for France in dealing with the #refugeecrisis.",male
Ohh my fuck these emojis i have like 50 more what the hell,male
"Rocking at The White Horse Inn, Litton Cheyney and lovin it! https://t.co/GZL3nROx8B",male
@JaredLeto 's Joker in @SuicideSquadWB looks breathtakingly majestoc and psychotic and Dangerous. Its perfection!!! https://t.co/J4VKI2px9G,male
I'm more upset about the fact that my couples Halloween costume can't happen now lol an it was my best idea yet,male
i made a skit in 10 minutes and edited in 20 should i be scared or impressed,female
"@KegOfGlory99 Stopped reading at ""the experimental data is not terribly strong"" Good enough for me (to keep eating bacon wrapped steak)",male
Facebook seems to have identified the darker side of my sense of humor. https://t.co/ZsPk45qe6D,male
"Tbt to when Gideon was in criminal minds, @shemarmoore had hair, and @GUBLERNATION was (and still is) the love of my life",female
Thanks for the recent follow @wb_harley @themichellerog1 @rifumo84 Happy to connect :) have a great Monday. (via https://t.co/k5LVXCGWAU),male
"That was Gucci, Prada and anything designer
Money, power, the whole enchilada https://t.co/4P85wjcMn6",male
"We do not escape into philosophy, psychology, and artÛ¥we go there to restore our shattered selves into whole ones. ~ AnaÌøs Nin",male
"@neafcy_wafc Bury away in the cup 
what have they ever achieved? #wafc #buryfc #facup. Won the FA Cup more than your once bankrolled club...",male
Take him to the Gallows  https://t.co/eZu6sMfjJI,female
@rareblackjak and that list is long..&amp; ignored by many. Why is dignity an afterthought on social media? Is attention so important?,female
How many followers do you get everyday? I got 1 in the last day. Growing daily with https://t.co/z2NM3KDTM3,male
#KindleUnlimited #99p The Puppet Masters by John Hughes Wilson. Gripping spy history. #BYNR #Ebooks https://t.co/9UNXjoG4Qq,male
"theres this couple ditching, and making out. yo big time relationship goals _Ù÷©_Ù÷â_Ù÷â_Ù÷â",female
